Date,Store_ID,Category,Sub_Category,Product_Name,Product_ID,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
2023-01-10,S008,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,140,44,77,47.7,90.22,5,Sunny,0,95.17,Winter
2023-01-11,S005,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,239,27,91,26.98,31.99,10,Rainy,0,33.53,Winter
2023-01-02,S002,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,South,437,110,134,95.7,91.93,15,Sunny,1,89.15,Winter
2023-01-07,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,392,44,156,37.36,81.58,0,Rainy,0,82.67,Winter
2023-01-13,S001,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,212,40,77,39.79,15.82,10,Cloudy,0,15.17,Winter
2023-01-13,S005,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,North,467,49,169,55.55,14.49,10,Cloudy,0,13.44,Winter
2023-01-15,S005,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,243,47,90,42.28,71.07,10,Sunny,0,69.45,Winter
2023-01-23,S005,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,69,96,35,103.04,27.96,15,Cloudy,0,25.92,Winter
2023-01-31,S005,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,440,88,111,73.78,57.39,15,Cloudy,0,59.62,Winter
2023-01-16,S006,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,465,16,143,12.97,79.01,10,Cloudy,0,72.51,Winter
2023-01-02,S010,KITCHEN,Cookware,Non-stick Pan,P0035,East,140,57,32,54.79,10.54,15,Rainy,0,11.19,Winter
2023-01-26,S002,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,297,27,74,27.71,72.15,15,Rainy,1,77.41,Winter
2023-01-09,S004,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,South,381,45,39,41.42,37.98,20,Sunny,0,41.7,Winter
2023-01-21,S004,FOOD & GROCERIES,Dairy & Eggs,Butter,P0042,North,74,84,24,75.51,19.32,0,Sunny,1,17.48,Winter
2023-01-16,S001,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,350,41,156,43.97,87.34,10,Sunny,0,89.39,Winter
2023-01-28,S001,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,235,78,189,84.23,28.03,20,Sunny,0,27.92,Winter
2023-01-05,S008,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,176,65,7,59.37,20.81,10,Sunny,0,20.35,Winter
2023-01-11,S010,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,123,68,70,54.65,24.25,5,Cloudy,0,24.25,Winter
2023-01-26,S009,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,West,478,58,117,62.99,80.8,0,Sunny,1,77.22,Winter
2023-01-26,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,292,80,181,93.68,79.79,10,Sunny,0,80.2,Winter
2023-01-24,S010,KITCHEN,Cookware,Saucepan,P0008,East,439,19,59,15.93,19.56,15,Sunny,0,21.26,Winter
2023-01-20,S004,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,134,71,16,58.56,32.54,20,Snowy,0,29.53,Winter
2023-01-09,S006,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,297,74,142,65.11,32.72,5,Cloudy,1,32.31,Winter
2023-01-16,S003,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,West,158,26,52,21.15,22.65,0,Sunny,1,20.41,Winter
2023-01-14,S003,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,276,64,143,73.05,82.14,0,Cloudy,0,81.14,Winter
2023-01-06,S010,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,447,80,59,65.65,58.65,10,Sunny,0,53.05,Winter
2023-01-13,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,256,52,128,48.09,65.68,5,Rainy,1,66.28,Winter
2023-01-27,S005,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,North,271,40,195,32.95,28.38,5,Sunny,0,30.18,Winter
2023-01-19,S008,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,North,485,9,106,9.35,65.12,15,Snowy,0,59.66,Winter
2023-01-15,S005,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,299,50,110,49.55,80.34,0,Sunny,0,86.39,Winter
2023-01-19,S001,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,South,523,6,196,5.71,21.27,15,Rainy,0,22.13,Winter
2023-01-24,S008,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,North,535,12,60,10.71,62.98,5,Cloudy,0,59.54,Winter
2023-01-05,S004,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,233,55,167,63.59,99.83,0,Sunny,1,92.44,Winter
2023-01-31,S002,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,437,56,56,54.74,37.24,10,Snowy,0,36.25,Winter
2023-01-11,S009,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,East,412,10,159,9.94,17.06,20,Sunny,0,18.47,Winter
2023-01-08,S009,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,South,525,13,60,14.03,68.49,5,Sunny,0,67.86,Winter
2023-01-25,S001,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,East,356,12,126,9.69,44.43,15,Sunny,0,43.93,Winter
2023-01-11,S003,KITCHEN,Small Appliances,Electric Kettle,P0013,West,220,80,195,75.13,12.34,0,Sunny,0,12.61,Winter
2023-01-22,S001,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,381,15,184,17.59,35.87,10,Snowy,0,39.39,Winter
2023-01-05,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,463,16,3,14.6,71.43,5,Sunny,0,68.21,Winter
2023-01-12,S010,KITCHEN,Cookware,Pressure Cooker,P0034,West,230,44,155,35.42,37.62,15,Sunny,0,38.83,Winter
2023-01-22,S008,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,431,57,163,64.85,29.61,0,Cloudy,0,27.0,Winter
2023-01-23,S009,FOOD & GROCERIES,Dairy & Eggs,Butter,P0042,East,136,54,58,56.82,23.22,10,Snowy,1,23.77,Winter
2023-01-26,S001,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,South,417,88,183,78.42,95.65,10,Sunny,0,105.06,Winter
2023-01-20,S006,BOOKS & MEDIA,Physical Books,Business Book,P0016,North,235,81,52,75.36,43.42,5,Cloudy,1,46.22,Winter
2023-01-26,S007,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,355,48,104,55.63,43.72,0,Cloudy,0,47.59,Winter
2023-01-03,S006,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,North,368,10,130,10.86,76.78,0,Sunny,0,81.13,Winter
2023-01-24,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,185,10,19,11.83,99.31,5,Rainy,0,100.61,Winter
2023-01-23,S009,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,437,50,75,58.22,39.58,15,Cloudy,0,41.95,Winter
2023-01-27,S006,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,178,65,20,61.15,55.51,10,Cloudy,0,60.11,Winter
2023-01-11,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,448,84,172,86.85,22.43,15,Sunny,0,21.35,Winter
2023-01-15,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,460,96,126,101.09,79.54,10,Sunny,0,85.9,Winter
2023-01-21,S002,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,323,21,110,17.0,25.02,20,Cloudy,0,22.88,Winter
2023-01-22,S006,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,444,51,30,47.67,84.22,20,Snowy,0,81.47,Winter
2023-01-19,S001,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,407,67,193,66.39,22.11,10,Rainy,0,20.71,Winter
2023-01-21,S001,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,508,68,184,70.4,95.03,5,Sunny,0,87.37,Winter
2023-01-11,S001,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,West,405,29,188,33.44,75.79,5,Snowy,0,74.74,Winter
2023-01-21,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,334,60,57,69.25,35.96,0,Cloudy,0,38.96,Winter
2023-01-16,S005,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,South,251,36,138,36.55,27.56,0,Cloudy,0,27.5,Winter
2023-01-03,S005,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,West,296,59,28,64.1,92.73,10,Cloudy,1,85.68,Winter
2023-01-01,S002,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,South,359,17,19,15.82,55.64,20,Cloudy,0,53.15,Winter
2023-01-11,S006,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,North,328,41,48,46.6,69.5,0,Cloudy,0,74.75,Winter
2023-01-04,S004,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,South,397,31,47,33.9,35.43,5,Sunny,0,33.29,Winter
2023-01-11,S001,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,West,111,32,9,30.95,33.68,10,Sunny,0,32.87,Winter
2023-01-31,S006,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,West,452,44,125,49.22,45.3,15,Sunny,0,44.01,Winter
2023-01-23,S004,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,269,34,169,32.98,25.86,10,Cloudy,0,28.22,Winter
2023-01-01,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,360,42,55,48.55,80.45,10,Rainy,0,73.38,Winter
2023-01-28,S007,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,West,552,43,124,46.92,40.59,10,Sunny,0,43.18,Winter
2023-01-25,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,304,51,184,41.23,44.13,0,Sunny,0,46.61,Winter
2023-01-19,S001,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,South,398,84,101,96.09,30.64,10,Sunny,0,32.49,Winter
2023-01-25,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,352,76,124,62.09,35.48,0,Snowy,0,32.1,Winter
2023-01-29,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,267,47,21,39.04,55.41,15,Snowy,0,57.67,Winter
2023-01-10,S001,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,338,39,200,36.25,56.11,20,Cloudy,0,50.76,Winter
2023-01-15,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,338,8,56,9.49,60.49,10,Cloudy,0,60.29,Winter
2023-01-21,S001,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,West,334,12,6,11.51,30.89,5,Snowy,0,30.09,Winter
2023-01-29,S005,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,East,127,89,43,78.59,94.79,15,Sunny,0,96.56,Winter
2023-01-05,S010,FOOD & GROCERIES,Fresh Produce,Bananas,P0024,West,426,46,105,42.53,40.41,20,Snowy,0,37.59,Winter
2023-01-16,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,South,475,40,82,39.38,53.47,10,Cloudy,0,54.06,Winter
2023-01-29,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,334,70,112,80.35,20.23,0,Sunny,0,21.79,Winter
2023-01-30,S009,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,West,315,64,2,58.8,49.19,20,Cloudy,0,47.17,Winter
2023-01-26,S010,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,472,98,182,92.95,64.41,15,Sunny,1,64.05,Winter
2023-01-04,S003,KITCHEN,Cookware,Saucepan,P0008,South,429,45,106,39.23,52.34,20,Sunny,0,57.5,Winter
2023-01-29,S004,FOOD & GROCERIES,Dairy & Eggs,Brown Eggs,P0041,South,157,8,17,7.52,60.32,10,Sunny,0,57.01,Winter
2023-01-24,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,East,273,59,65,60.44,67.74,15,Cloudy,0,63.71,Winter
2023-01-12,S004,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,304,67,84,69.03,86.81,5,Sunny,0,88.63,Winter
2023-01-17,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,230,24,36,20.78,88.72,0,Rainy,1,85.59,Winter
2023-01-16,S007,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,West,333,32,98,34.64,41.95,5,Sunny,0,44.79,Winter
2023-01-02,S004,BOOKS & MEDIA,Physical Books,Business Book,P0016,South,131,112,113,111.56,81.01,20,Cloudy,1,84.01,Winter
2023-01-08,S003,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,269,66,48,62.9,26.11,10,Cloudy,0,27.4,Winter
2023-01-08,S006,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,South,100,66,64,66.07,11.17,15,Sunny,0,10.66,Winter
2023-01-21,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,369,15,155,15.79,54.13,5,Rainy,0,53.84,Winter
2023-01-05,S006,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,276,9,107,10.2,20.75,20,Sunny,0,20.52,Winter
2023-01-04,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,332,59,81,68.39,25.23,15,Sunny,0,27.68,Winter
2023-01-09,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,162,60,37,65.49,17.56,0,Snowy,0,17.36,Winter
2023-01-31,S009,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,226,49,87,48.34,85.25,15,Sunny,0,78.19,Winter
2023-01-28,S002,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,South,508,11,196,9.55,10.94,0,Rainy,0,11.24,Winter
2023-01-03,S004,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,182,60,45,54.7,60.85,20,Sunny,0,59.8,Winter
2023-01-17,S003,KITCHEN,Cookware,Non-stick Pan,P0035,East,240,82,90,84.58,41.4,20,Sunny,0,42.57,Winter
2023-01-23,S010,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,192,60,73,52.98,72.97,10,Rainy,0,73.02,Winter
2023-01-09,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,338,26,132,27.65,26.78,0,Sunny,0,24.85,Winter
2023-01-24,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,518,52,107,51.49,40.3,5,Rainy,0,43.55,Winter
2023-01-29,S003,KITCHEN,Cookware,Pressure Cooker,P0034,West,258,62,151,63.88,49.15,0,Cloudy,0,48.16,Winter
2023-01-23,S006,KITCHEN,Cookware,Saucepan,P0008,East,225,41,129,34.57,48.33,20,Sunny,0,46.1,Winter
2023-01-05,S003,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,375,23,145,25.32,21.69,15,Cloudy,0,20.97,Winter
2023-01-30,S003,FOOD & GROCERIES,Fresh Produce,Spinach,P0010,East,380,32,78,26.63,31.26,10,Sunny,1,29.41,Winter
2023-01-26,S003,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,East,150,92,140,98.87,72.89,10,Sunny,1,78.91,Winter
2023-01-09,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,413,57,172,62.25,48.21,0,Sunny,0,47.19,Winter
2023-01-08,S010,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,North,241,64,92,59.9,84.09,15,Sunny,1,85.95,Winter
2023-01-06,S004,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,149,79,46,76.65,35.65,0,Sunny,1,34.84,Winter
2023-01-23,S007,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,South,287,73,21,68.51,75.94,10,Sunny,0,78.31,Winter
2023-01-03,S006,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,South,449,-6,102,-5.81,14.91,10,Cloudy,0,14.69,Winter
2023-01-29,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,East,308,62,28,69.08,98.27,20,Cloudy,0,98.89,Winter
2023-01-15,S001,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,East,185,57,10,48.37,54.07,0,Rainy,0,52.63,Winter
2023-01-30,S007,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,217,49,45,44.95,47.54,20,Cloudy,0,47.03,Winter
2023-01-06,S002,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,273,31,186,26.59,54.41,10,Sunny,0,58.68,Winter
2023-01-21,S009,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,399,24,155,28.58,67.4,0,Sunny,0,72.55,Winter
2023-01-28,S005,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,54,35,20,39.72,49.01,0,Snowy,0,45.25,Winter
2023-01-09,S010,KITCHEN,Cookware,Pressure Cooker,P0034,South,246,54,70,59.33,80.05,5,Sunny,0,76.48,Winter
2023-01-30,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,391,10,70,9.07,63.92,5,Sunny,1,70.0,Winter
2023-01-06,S004,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,North,192,71,150,68.75,63.57,0,Sunny,1,64.1,Winter
2023-01-20,S006,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,354,95,172,90.82,46.26,10,Snowy,1,47.75,Winter
2023-01-06,S008,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,East,160,59,77,54.09,38.38,0,Cloudy,0,39.72,Winter
2023-01-02,S010,FOOD & GROCERIES,Fresh Produce,Onions,P0044,East,572,7,190,6.97,31.12,10,Snowy,0,33.74,Winter
2023-01-02,S002,KITCHEN,Cookware,Saucepan,P0008,North,303,73,74,63.62,24.32,0,Sunny,0,25.67,Winter
2023-01-14,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,356,53,175,62.76,78.56,15,Snowy,0,75.7,Winter
2023-01-16,S007,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,466,20,45,19.2,10.3,5,Cloudy,0,10.98,Winter
2023-01-08,S002,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,West,388,66,57,56.46,65.79,15,Cloudy,0,72.35,Winter
2023-01-25,S006,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,487,19,94,15.37,64.12,15,Rainy,0,67.84,Winter
2023-01-01,S008,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,East,207,28,7,24.72,51.51,0,Snowy,0,48.88,Winter
2023-01-04,S003,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,344,71,40,63.75,74.98,15,Rainy,1,68.53,Winter
2023-01-21,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,West,477,79,165,94.46,74.33,0,Sunny,0,73.42,Winter
2023-01-27,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,396,73,109,81.39,19.33,10,Cloudy,0,20.67,Winter
2023-01-24,S003,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,East,499,76,164,81.89,51.24,15,Sunny,0,53.38,Winter
2023-01-18,S005,KITCHEN,Cookware,Pressure Cooker,P0034,West,375,46,152,37.46,22.6,10,Rainy,0,22.7,Winter
2023-01-15,S010,FOOD & GROCERIES,Fresh Produce,Apples,P0027,East,284,77,112,82.34,23.9,5,Sunny,0,25.36,Winter
2023-01-30,S005,KITCHEN,Small Appliances,Mixer Grinder,P0004,West,222,86,77,73.9,11.09,15,Sunny,0,10.79,Winter
2023-01-02,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,583,59,124,62.5,88.37,15,Cloudy,1,88.05,Winter
2023-01-15,S002,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,East,551,41,155,45.56,81.03,5,Sunny,0,83.46,Winter
2023-01-10,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,445,7,84,7.02,34.43,0,Cloudy,0,37.61,Winter
2023-01-14,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,South,244,39,58,41.96,51.05,5,Sunny,0,46.36,Winter
2023-01-09,S002,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,597,31,148,30.72,18.84,0,Sunny,0,20.28,Winter
2023-01-21,S002,FOOD & GROCERIES,Dairy & Eggs,Brown Eggs,P0041,South,239,36,25,36.61,29.35,0,Cloudy,0,29.28,Winter
2023-01-19,S007,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,351,79,104,82.2,54.33,20,Rainy,0,50.82,Winter
2023-01-16,S005,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,326,79,128,72.96,49.6,5,Rainy,0,54.33,Winter
2023-01-14,S006,KITCHEN,Cookware,Non-stick Pan,P0035,West,393,73,113,68.4,71.83,0,Snowy,1,76.46,Winter
2023-01-07,S004,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,316,66,26,70.88,93.48,5,Cloudy,0,88.06,Winter
2023-01-28,S003,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,408,22,121,23.35,80.99,0,Rainy,0,85.52,Winter
2023-01-05,S008,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,East,566,55,190,50.94,37.72,0,Snowy,0,38.2,Winter
2023-01-25,S001,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,412,53,53,56.44,33.03,15,Cloudy,0,35.23,Winter
2023-01-13,S007,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,East,417,80,112,91.4,19.62,15,Sunny,0,18.61,Winter
2023-01-19,S001,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,West,486,82,163,76.84,58.41,5,Rainy,0,57.69,Winter
2023-01-01,S003,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,386,30,150,27.59,28.0,20,Sunny,0,25.69,Winter
2023-01-10,S009,KITCHEN,Cookware,Saucepan,P0008,East,551,13,179,14.1,38.26,10,Rainy,0,40.96,Winter
2023-01-22,S006,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,466,48,65,49.99,93.94,10,Sunny,0,87.18,Winter
2023-01-04,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,301,76,8,89.98,88.58,10,Cloudy,1,85.52,Winter
2023-01-04,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,668,114,199,96.32,24.24,20,Sunny,1,24.31,Winter
2023-01-11,S010,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,South,260,66,189,56.82,39.74,20,Sunny,0,37.21,Winter
2023-01-01,S009,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,52,62,4,49.81,39.01,10,Sunny,0,36.28,Winter
2023-01-28,S008,KITCHEN,Cookware,Saucepan,P0008,South,383,86,52,79.41,19.08,5,Snowy,0,19.21,Winter
2023-01-02,S002,FOOD & GROCERIES,Fresh Produce,Apples,P0027,East,252,50,41,48.49,34.4,0,Sunny,0,37.4,Winter
2023-01-07,S003,KITCHEN,Cookware,Non-stick Pan,P0035,West,306,36,102,31.66,79.39,5,Snowy,1,80.82,Winter
2023-01-17,S009,FOOD & GROCERIES,Fresh Produce,Onions,P0044,North,311,63,191,75.48,47.36,20,Cloudy,0,44.62,Winter
2023-01-06,S008,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,East,384,1,25,0.94,95.12,0,Sunny,0,101.52,Winter
2023-01-17,S002,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,West,513,49,11,41.96,32.41,0,Sunny,0,32.83,Winter
2023-01-01,S008,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,North,419,44,40,42.58,25.72,15,Snowy,0,25.82,Winter
2023-01-09,S002,KITCHEN,Small Appliances,Electric Kettle,P0013,South,73,60,67,62.93,12.56,10,Cloudy,0,11.37,Winter
2023-01-03,S003,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,West,132,80,89,92.71,18.29,10,Rainy,0,20.08,Winter
2023-01-12,S007,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,West,486,52,121,51.37,91.26,15,Sunny,0,84.47,Winter
2023-01-01,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,589,27,168,22.49,18.53,0,Cloudy,1,18.17,Winter
2023-01-15,S004,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,401,74,171,76.69,56.52,20,Cloudy,0,62.03,Winter
2023-01-06,S007,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,East,164,56,46,45.12,67.12,15,Sunny,0,71.62,Winter
2023-01-14,S006,KITCHEN,Small Appliances,Electric Kettle,P0013,North,655,25,160,28.7,97.37,10,Cloudy,0,95.53,Winter
2023-01-26,S005,KITCHEN,Cookware,Saucepan,P0008,West,119,88,47,79.39,82.63,20,Snowy,0,82.42,Winter
2023-01-25,S006,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,East,444,75,32,62.84,97.76,5,Sunny,0,104.21,Winter
2023-01-08,S003,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,East,308,79,130,69.36,85.6,10,Sunny,0,80.84,Winter
2023-01-21,S009,FOOD & GROCERIES,Fresh Produce,Apples,P0027,South,462,64,138,57.1,95.24,10,Cloudy,0,95.83,Winter
2023-01-03,S003,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,193,67,102,61.55,91.09,10,Rainy,0,99.69,Winter
2023-01-03,S003,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,East,372,40,53,46.77,65.18,0,Rainy,0,71.17,Winter
2023-01-04,S003,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,West,294,67,100,69.45,32.37,20,Sunny,0,31.4,Winter
2023-01-01,S007,KITCHEN,Cookware,Non-stick Pan,P0035,North,544,27,172,24.58,39.47,20,Cloudy,1,40.55,Winter
2023-01-26,S010,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,57,84,18,96.78,77.88,15,Sunny,0,81.31,Winter
2023-01-02,S005,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,464,68,194,62.32,57.06,10,Snowy,0,52.36,Winter
